name,maintainers,license,repository,repoName,urlWorks
machinepack-urls,balderdashy mikermcneil irl sgress454 particlebanana,MIT,github.com/mikermcneil/machinepack-urls,machinepack-urls,1
web-encoding,gozala hugomrdias,MIT,NULL,NULL,-1
@loopback/eslint-config,theprez jerry-apic rfeng bajtos rmg hacksparrow jannyhou2016 dhmlau emonddr,MIT,github.com/strongloop/loopback-next,loopback-next,1
ngclipboard,sachinchoolur,MIT,github.com/sachinchoolur/ngclipboard,ngclipboard,1
node-win-x64,aredridel,NULL,NULL,NULL,-1
@theme-ui/typography,jxnblk johno hasparus lachlanjc,MIT,github.com/system-ui/theme-ui,theme-ui,1
device,jimmybergman rguerreiro,MIT,github.com/rguerreiro/device,device,1
@salesforce/plugin-custom-metadata,salesforce-releases tconn davidrouten amphro maxreality jgellin khawkins dpessoa tlohr michaelhoefer jbfeingold rasphilco dhagberg-sf cwallsf jqian jleen-sfdc joshsimmons krisgraysfdc apapko ravi.jayaramappa gr8gatsby ekashida amateurhuman harshkothari410 jgraff cdias conal jgrantham vazexqi mpsenn sfdc_iamigo diervo rsalvador kevinv11n tbliss davidturissini byao pmdartus futuremint_sf interactivellama maratto pallavi.singh smugakamil tausifm kriscfoster brandonm vineet-sinha salesforce-bot,BSD-3-Clause,github.com/salesforcecli/plugin-custom-metadata,plugin-custom-metadata,0
exponential-backoff,coveo-organization,Apache-2.0,github.com/coveo/exponential-backoff,exponential-backoff,1
async.util.keys,kikobeats,MIT,github.com/async-js/async.util,async.util,1
async.util.isarraylike,kikobeats,MIT,github.com/async-js/async.util,async.util,1
async.util.keyiterator,kikobeats,MIT,github.com/async-js/async.util,async.util,1
@types/emoji-regex,types,MIT,NULL,NULL,-1
grunt-svgmin,sindresorhus,MIT,github.com/sindresorhus/grunt-svgmin,grunt-svgmin,1
async.util.once,kikobeats,MIT,github.com/async-js/async.util,async.util,1
@sewing-kit/model,lemonmade,MIT,NULL,NULL,-1
use-pan-and-zoom,wouterraateland,MIT,github.com/wouterraateland/use-pan-and-zoom,use-pan-and-zoom,1
ltx,sonny chris-rock astro lloydwatkin xmppbot,MIT,github.com/xmppjs/ltx,ltx,1
@tryghost/errors,zimoatghost allouis gargol rishabhgrg erisds johnonolan kevinansfield cobbspur aileencgn jloh daniellockyer sam-lord matthanley thibpat pauladamdavis,MIT,github.com/TryGhost/Utils/tree/master/packages/errors,errors,1
react-native-lightbox,oblador,MIT,github.com/oblador/react-native-lightbox,react-native-lightbox,1
react-native-swipe-list-view,jemise111,MIT,github.com/jemise111/react-native-swipe-list-view,react-native-swipe-list-view,1
@shopify/reportify-react,marytal themallen thomaskelly nathanpjf shopify-dep ismail.syed goodforonefare lemonmade huguestennier wizardlyhel antoine.grant tsov keyfer andyw8-shopify henrytao hannachen andrewapperley iainmcampbell vividviolet,MIT,github.com/Shopify/reportify-react,reportify-react,0
gulp-dart-sass,mattdsteele,MIT,github.com/mattdsteele/gulp-dart-sass,gulp-dart-sass,1
@syncfusion/ej2-angular-base,syncfusionorg essentialjs2 syncfusion-javascript,SE,github.com/syncfusion/ej2-angular-ui-components,ej2-angular-ui-components,1
ember-keyboard,lukemelia melsumner alonbukai,MIT,github.com/adopted-ember-addons/ember-keyboard,ember-keyboard,1
bind-decorator,nohomey,MIT,github.com/NoHomey/bind-decorator,bind-decorator,1
jasmine-fail-fast,pmowrer,MIT,github.com/Updater/jasmine-fail-fast,jasmine-fail-fast,1
botframework-streaming,cwhitten cmullins sgellock joshgummersall botframework,MIT,github.com/microsoft/botbuilder-js,botbuilder-js,1
react-file-utils,nhannah tbarbugli tschellenbach jaapbakker88 mahboubii vishtree gumuz ath92 danc5 nparsons08 lukesmetham jeltef,BSD-3-Clause,github.com/GetStream/react-file-utils,react-file-utils,1
@progress/kendo-angular-dialog,progress,SE,github.com/telerik/kendo-angular-dialog,kendo-angular-dialog,0
@webpack-cli/init,ev1stensberg ematipico evilebottnawi,MIT,NULL,NULL,-1
mdx-utils,biscarch,MIT,NULL,NULL,-1
style-utils,jljsj33,MIT,github.com/jljsj/style-css,style-css,1
graphcool-yml,schickling timsuchanek,Apache-2.0,github.com/graphcool/graphcool/tree/new-cli/cli/packages/graphcool-yml,graphcool-yml,0
@resolver-engine/imports,ritave,LGPL-3.0-or-later,github.com/Crypto-Punkers/resolver-engine,resolver-engine,1
loopback-datatype-geopoint,thegman,MIT,github.com/strongloop/loopback-datatype-geopoint,loopback-datatype-geopoint,1
@react-leaflet/core,paul_lecam,Hippocratic-2.1,github.com/PaulLeCam/react-leaflet,react-leaflet,1
ts-expect,blakeembrey,MIT,github.com/TypeStrong/ts-expect,ts-expect,1
@types/amqp-connection-manager,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
gatsby-plugin-material-ui,hupe1980 oliviertassinari porteta,MIT,github.com/hupe1980/gatsby-plugin-material-ui,gatsby-plugin-material-ui,1
are-you-es5,obahareth tooppaaa,MIT,github.com/obahareth/are-you-es5,are-you-es5,1
filepond-plugin-image-preview,pqina,MIT,github.com/pqina/filepond-plugin-image-preview,filepond-plugin-image-preview,1
get-video-id,radiovisual,MIT,github.com/radiovisual/get-video-id,get-video-id,1
graphql-cli-prepare,kbrandwijk schickling,MIT,github.com/graphql-cli/graphql-cli-prepare,graphql-cli-prepare,1
@types/connect-flash,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@resolver-engine/core,ritave,LGPL-3.0-or-later,github.com/Crypto-Punkers/resolver-engine,resolver-engine,1
carrier,pgte,NULL,github.com/pgte/carrier,carrier,1
@quasar/babel-preset-app,hawkeye64 ilcallo pdanpdan rstoenescu smolinari webnoob,MIT,github.com/quasarframework/quasar,quasar,1
@usulpro/color-picker,usulpro,MIT,github.com/sm-react/react-material-color-picker,react-material-color-picker,1
pkijs,yury.strozhevsky peculiarventures,BSD-3-Clause,github.com/PeculiarVentures/PKI.js,PKI.js,1
chartjs-node-canvas,seansobey,MIT,github.com/SeanSobey/ChartjsNodeCanvas,ChartjsNodeCanvas,1
graphql-static-binding,kbrandwijk,MIT,github.com/supergraphql/graphql-static-binding,graphql-static-binding,1
@goodforonefare/esbuild,goodforonefare,MIT,github.com/evanw/esbuild,esbuild,1
standard-error,moll,NULL,github.com/moll/js-standard-error,js-standard-error,1
sqreen,vdeturckheim jbaviat,proprietary-free-to-use,NULL,NULL,-1
@oznu/hap-client,oznu,GPL-3.0,github.com/oznu/hap-client,hap-client,1
storybook-addon-intl,enzoferey floriangosse,MIT,github.com/truffls/storybook-addon-intl,storybook-addon-intl,1
remark-lint-blockquote-indentation,johno wooorm,MIT,github.com/remarkjs/remark-lint/tree/main/packages/remark-lint-blockquote-indentation,remark-lint-blockquote-indentation,1
@fortawesome/fontawesome,fortawesome-admin mwilkerson robmadole supercodepoet,MIT,github.com/FortAwesome/Font-Awesome,Font-Awesome,1
ramda-adjunct,char0n,BSD-3-Clause,github.com/char0n/ramda-adjunct,ramda-adjunct,1
@stoplight/better-ajv-errors,marbemac pytlesk4 vazha dcbachi chohmann rossmcd lottamus chris.miaskowski vincenzo wmhilton philsturgeon mallachari stefandywersant p0lip paulatulis mmiask falsaffa_stoplight zee-hussain marcelltoth naumanali__ mpodlasin domagojk jharmn,Apache-2.0,github.com/stoplightio/better-ajv-errors,better-ajv-errors,1
antd-mobile,silentcloud yuanfei.gyf afc163 yiminghe warmhug paranoidjk duxiaodong zack24q kgtong likezero,MIT,github.com/ant-design/ant-design-mobile,ant-design-mobile,1
@polymer/iron-a11y-keys-behavior,aomarks azakus bicknellr emarquez justinfagnani keanulee notwaldorf polymer-devs samli sorvell usergenic,BSD-3-Clause,github.com/PolymerElements/iron-a11y-keys-behavior,iron-a11y-keys-behavior,1
@types/koa-csrf,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@types/scroll-to-element,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@polymer/iron-resizable-behavior,aomarks azakus bicknellr emarquez justinfagnani keanulee notwaldorf polymer-devs samli sorvell usergenic,BSD-3-Clause,github.com/PolymerElements/iron-resizable-behavior,iron-resizable-behavior,1
@nuxt/content,atinux pi0 clarkdo benjamincanac,MIT,github.com/nuxt/content,content,1
@nrwl/schematics,nrwl,MIT,github.com/nrwl/nx,nx,1
passport-github2,fredchien,NULL,github.com/cfsghost/passport-github,passport-github,1
@types/window-size,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
node-request-by-swagger,yarax,MIT,github.com/yarax/node-request-by-swagger,node-request-by-swagger,1
form-association-polyfill,paulzi,MIT,github.com/paulzi/form-association-polyfill,form-association-polyfill,1
react-native-actionsheet,xiaoyann yannxiao,MIT,github.com/beefe/react-native-actionsheet,react-native-actionsheet,1
form-extra-events,paulzi,MIT,github.com/paulzi/form-extra-events,form-extra-events,1
@kbrandwijk/swagger-to-graphql,kbrandwijk,MIT,NULL,NULL,-1
polyshim,paulzi,MIT,github.com/paulzi/polyshim,polyshim,1
serialize-json,gxcsoccer,MIT,github.com/node-modules/serialize-json,serialize-json,1
weather-js,devfacet,MIT,github.com/devfacet/weather,weather,1
@root/greenlock,coolaj86 thejshaver turleybw,MPL-2.0,git.rootprojects.org/root/greenlock.js,greenlock.js,1
vue-cropperjs,agontuk,MIT,github.com/Agontuk/vue-cropperjs,vue-cropperjs,1
beaver-logger,mstuart bluepnume mnicpt,NULL,github.com/krakenjs/beaver-logger,beaver-logger,1
rename-function-calls,thlorenz,JSON_Stuff,github.com/thlorenz/rename-function-calls,rename-function-calls,1
broccoli-flatiron,buschtoens,MIT,github.com/buschtoens/broccoli-flatiron,broccoli-flatiron,1
gatsby-plugin-canonical-urls,rachelbahl dschau jamo kylemathews pieh sidharthachatterjee wardpeet vladar tylerbarnes ascorbic fk smthomas lekoarts laurieontech freiksenet monastic.panic m-allanson moocar,MIT,github.com/gatsbyjs/gatsby,gatsby,1
crypto-hash,sindresorhus,MIT,github.com/sindresorhus/crypto-hash,crypto-hash,1
nimma,p0lip,Apache-2.0,github.com/P0lip/nimma,nimma,1
eslint-plugin-qunit,platinumazure,MIT,github.com/platinumazure/eslint-plugin-qunit,eslint-plugin-qunit,1
file-is-binary,jonschlinkert,MIT,github.com/jonschlinkert/file-is-binary,file-is-binary,1
style-dictionary,dbanksdesign chazzmoney amzn-oss,Apache-2.0,github.com/amzn/style-dictionary,style-dictionary,1
@shopify/tinymce,goodforonefare harshal317 huguestennier ismail.syed lemonmade marytal nathanpjf shopify-dep themallen thomaskelly tsov wizardlyhel,LGPL-2.1,github.com/Shopify/tinymce,tinymce,1
decode-tiff,quramy,MIT,github.com/Quramy/decode-tiff,decode-tiff,1
permessage-deflate,jcoglan,Apache-2.0,github.com/faye/permessage-deflate-node,permessage-deflate-node,1
include-media,eduardoboucas hugogiraudel,MIT,github.com/eduardoboucas/include-media,include-media,1
@shopify/argo-admin,marytal themallen thomaskelly nathanpjf shopify-dep ismail.syed goodforonefare lemonmade huguestennier wizardlyhel antoine.grant tsov keyfer andyw8-shopify henrytao hannachen andrewapperley iainmcampbell vividviolet,MIT,github.com/Shopify/argo-admin,argo-admin,0
react-native-navigation,artald noamco guyca gran33 rotemmiz yershalom wix.mobile yogevbd,MIT,github.com/wix/react-native-navigation,react-native-navigation,1
titlecase,rvagg,MIT,github.com/rvagg/titlecase,titlecase,1
scrollbarwidth,felixexter,MIT,github.com/felixexter/scrollbarWidth,scrollbarWidth,1
@visx/event,vx-hshoff hshoff christopher.card.williams lencioni,MIT,github.com/airbnb/visx,visx,1
@material/image-list,abhiomkar azakus bicknellr material-admin bwobrien lynnjepsen acdvorak kfranqueiro aprigogin patrickrodee bonniez moog16 williamernest aomarks emarquez allanchen esgonzalez asyncliz candysonya ssuarez taylorv,MIT,github.com/material-components/material-components-web,material-components-web,1
glsl-easings,hughsk mikolalysenko chrisdickinson mattdesl,MIT,github.com/hughsk/glsl-easings,glsl-easings,1
sinon-stub-promise,alexmay astephenb markkornblum matthewrfindley substantial,MIT,github.com/substantial/sinon-stub-promise,sinon-stub-promise,1
angular-local-storage,a8m akalinovski grevory pitbeast,MIT,github.com/grevory/angular-local-storage,angular-local-storage,1
vuejs-paginate,lokyoung,MIT,github.com/lokyoung/vuejs-paginate,vuejs-paginate,1
@antv/event-emitter,afc163 army8735 atool baizn bubkoo ccnuzindex dengfuping dori dxq613 elaine.q.10 jeffy2012 kasmine kopiluwaky leungwensen lzxue neoddish panyuqi pomelo-nwu sakuya223 simaq wufenfen92 yanyan-wang zengyue zqlu,MIT,github.com/antvis/event-emitter,event-emitter,1
shimport,rich_harris conduitry,MIT,github.com/Rich-Harris/shimport,shimport,1
gulp-exclude-gitignore,sboudrias silvenon arthurvr sindresorhus addyosmani,ISC,github.com/SBoudrias/gulp-exclude-gitignore,gulp-exclude-gitignore,1
mockserver-client,jamesdbloom,Apache-2.0,github.com/mock-server/mockserver-client-node,mockserver-client-node,1
@lumino/application,blink1073 ian-r-rose ellisonbg darian,BSD-3-Clause,github.com/jupyterlab/lumino,lumino,1
stringify-author,jonschlinkert doowb,MIT,github.com/jonschlinkert/stringify-author,stringify-author,1
cachedown,tradle,MIT,NULL,NULL,-1
ember-tether,chrislopresto krisselden lukemelia raycohen,MIT,github.com/yapplabs/ember-tether,ember-tether,1
@azure/event-hubs,amarzavery billytrend vladbarosan sergeyshandar veronicagg azure-sdk,MIT,github.com/Azure/azure-sdk-for-js,azure-sdk-for-js,1
spdx,kemitchell othiym23,MIT,github.com/kemitchell/spdx.js,spdx.js,1
accesscontrol,onury,MIT,github.com/onury/accesscontrol,accesscontrol,1
merge-value,jonschlinkert,MIT,github.com/jonschlinkert/merge-value,merge-value,1
@ckeditor/ckeditor5-adapter-ckfinder,ckeditor,GPL-2.0-or-later,github.com/ckeditor/ckeditor5,ckeditor5,1
sapper,rich_harris conduitry,MIT,github.com/sveltejs/sapper,sapper,1
asciidoctor.js,anthonny.querouil ggrossetie hsablonniere ldez mojavelinux obilodeau,MIT,github.com/asciidoctor/asciidoctor.js,asciidoctor.js,1
@root/greenlock-express,coolaj86 thejshaver turleybw,MPL-2.0,git.rootprojects.org/root/greenlock-express.js,greenlock-express.js,1
bip174,fanatid jprichardson junderw,MIT,github.com/bitcoinjs/bip174,bip174,1
glsl-fractal-brownian-noise,maxbittker,MIT,github.com/MaxBittker/glsl-fractal-brownian-noise,glsl-fractal-brownian-noise,1
parse-address,hassansin,ISC,github.com/hassansin/parse-address,parse-address,1
underscore-keypath,jeeeyul,EPL-1.0,github.com/jeeeyul/underscore-keypath,underscore-keypath,1
reflux-core,bryangrezeszak devinivy spoike,BSD-3-Clause,github.com/reflux/reflux-core,reflux-core,1
yt-search,talmobi,MIT,github.com/talmobi/yt-search,yt-search,1
react-sticky-box,danielberndt,ISC,github.com/danielberndt/react-sticky-box,react-sticky-box,1
@shopify/mime-types,marytal themallen thomaskelly nathanpjf shopify-dep ismail.syed goodforonefare lemonmade huguestennier wizardlyhel antoine.grant tsov keyfer andyw8-shopify henrytao hannachen andrewapperley iainmcampbell vividviolet,MIT,github.com/Shopify/quilt,quilt,1
@polymer/iron-icon,aomarks azakus bicknellr emarquez justinfagnani keanulee notwaldorf polymer-devs samli sorvell usergenic,BSD-3-Clause,github.com/PolymerElements/iron-icon,iron-icon,1
resolve-glob,jonschlinkert,MIT,github.com/jonschlinkert/resolve-glob,resolve-glob,1
@bugsnag/plugin-vue,bengourley loopj snmaynard keeganlow kattrali bullmo duncanhewett foygl djskinner tomlongridge imjoehaines twometresteve,MIT,github.com/bugsnag/bugsnag-js,bugsnag-js,1
countries-and-timezones,manuelmhtr,MIT,github.com/manuelmhtr/countries-and-timezones,countries-and-timezones,1
local-storage-fallback,tamagokun,MIT,github.com/ripeworks/local-storage-fallback,local-storage-fallback,1
@parcel/diagnostic,devongovett,MIT,github.com/parcel-bundler/parcel,parcel,1
electron-dl,sindresorhus,MIT,github.com/sindresorhus/electron-dl,electron-dl,1
joi-objectid,mkg20001,MIT,github.com/mkg20001/joi-objectid,joi-objectid,1
@types/hapi,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
ouch,harishanchu,MIT,github.com/quorrajs/Ouch,Ouch,1
rehype,kmck wooorm,MIT,github.com/rehypejs/rehype/tree/master/packages/rehype,rehype,1
redux-dynamic-middlewares,pofigizm,MIT,github.com/pofigizm/redux-dynamic-middlewares,redux-dynamic-middlewares,1
gulp-reporter,gucong,MIT,github.com/gucong3000/gulp-reporter,gulp-reporter,1
@tinymce/tinymce-angular,ephox tinymce,Apache-2.0,github.com/tinymce/tinymce-angular,tinymce-angular,1
serverless-plugin-datadog,datadog,Apache-2.0,github.com/DataDog/serverless-plugin-datadog,serverless-plugin-datadog,1
lodash.where,jdalton kitcambridge mathias phated d10,MIT,github.com/lodash/lodash,lodash,1
layouts,doowb jonschlinkert,MIT,github.com/doowb/layouts,layouts,1
ipld-dag-pb,vmx daviddias,MIT,github.com/ipld/js-ipld-dag-pb,js-ipld-dag-pb,1
unix-timestamp,sgoumaz,BSD-3-Clause,github.com/pryv/unix-timestamp-js,unix-timestamp-js,1
eclint,gucong jedmao,MIT,github.com/jedmao/eclint,eclint,1
active-x-obfuscator,felixge,NULL,github.com/felixge/node-active-x-obfuscator,node-active-x-obfuscator,1
option-cache,jonschlinkert,MIT,github.com/jonschlinkert/option-cache,option-cache,1
safer-eval,commenthol,MIT,github.com/commenthol/safer-eval,safer-eval,1
@react-stately/overlays,devongovett,Apache-2.0,github.com/adobe/react-spectrum,react-spectrum,1
filter-array,jonschlinkert,JSON_Stuff,github.com/jonschlinkert/filter-array,filter-array,1
tsd,sindresorhus samverschueren,MIT,github.com/SamVerschueren/tsd,tsd,1
ember-lodash,mike-north-bot northm tchak,MIT,github.com/mike-north/ember-lodash,ember-lodash,1
array-every,jonschlinkert,JSON_Stuff,github.com/jonschlinkert/array-every,array-every,1
array-intersection,jonschlinkert,JSON_Stuff,github.com/jonschlinkert/array-intersection,array-intersection,1
popper-max-size-modifier,atomiks,MIT,NULL,NULL,-1
later,bunkat,MIT,github.com/bunkat/later,later,1
@progress/kendo-angular-layout,progress,SE,github.com/telerik/kendo-angular-layout,kendo-angular-layout,0
@atlaskit/form,atlaskit,Apache-2.0,bitbucket.org/atlassian/atlassian-frontend,atlassian-frontend,0
react-fela,rofrischmann txhawks,MIT,github.com/robinweser/fela,fela,1
pa11y-ci,andrewmee dotcode glynnphillips hollsk joey.ciechanowicz joseluisbolos rowanmanning,LGPL-3.0,github.com/pa11y/ci,ci,1
type-coverage-core,plantain_00,MIT,github.com/plantain-00/type-coverage,type-coverage,1
babel-preset-razzle,jaredpalmer razzle-bot,MIT,github.com/jaredpalmer/razzle,razzle,1
ngreact,davidchang kasperp,MIT,github.com/davidchang/ngReact,ngReact,1
@positron/stack-trace,positron,MIT,github.com/felixge/node-stack-trace,node-stack-trace,1
uritemplate,fxa,NULL,github.com/fxa/uritemplate-js,uritemplate-js,1
engine-cache,jonschlinkert doowb,MIT,github.com/jonschlinkert/engine-cache,engine-cache,1
@ngneat/transloco-utils,itayod netanel-ngneat shahar.kazaz,MIT,NULL,NULL,-1
@salesforce/require-analytics,nazligungor dehru jgraff cdias conal jgrantham vazexqi mpsenn sfdc_iamigo diervo rsalvador kevinv11n tbliss davidturissini byao pmdartus futuremint_sf interactivellama maratto pallavi.singh smugakamil tausifm kriscfoster brandonm vineet-sinha salesforce-bot harshkothari410 amateurhuman ekashida gr8gatsby ravi.jayaramappa apapko krisgraysfdc joshsimmons jleen-sfdc jqian cwallsf dhagberg-sf rasphilco jbfeingold michaelhoefer tlohr dpessoa khawkins jgellin maxreality amphro davidrouten tconn salesforce-releases,BSD-3-Clause,github.com/forcedotcom/sfdx-dev-packages,sfdx-dev-packages,1
@ava/require-precompiled,sindresorhus novemberborn vdemedes,MIT,github.com/avajs/require-precompiled,require-precompiled,1
@iobroker/db-base,iobluefox bluefox apollon77 ldittmar alcalzone,MIT,github.com/ioBroker/ioBroker.objects-redis,ioBroker.objects-redis,1
base-data,jonschlinkert,MIT,github.com/node-base/base-data,base-data,1
zip-webpack-plugin,erikdesjardins,MIT,github.com/erikdesjardins/zip-webpack-plugin,zip-webpack-plugin,1
yarnhook,frontsideair,MIT,github.com/frontsideair/yarnhook,yarnhook,1
@iobroker/db-objects-file,iobluefox bluefox apollon77 ldittmar alcalzone,Apach,github.com/ioBroker/ioBroker.objects-redis,ioBroker.objects-redis,1
@iobroker/db-states-file,iobluefox bluefox apollon77 ldittmar alcalzone,MIT,github.com/ioBroker/ioBroker.objects-redis,ioBroker.objects-redis,1
@iobroker/db-objects-redis,iobluefox bluefox apollon77 ldittmar alcalzone,Apach,github.com/ioBroker/ioBroker.objects-redis,ioBroker.objects-redis,1
unit.js,nicolab,NULL,github.com/unitjs/unit.js,unit.js,1
gatsby-plugin-sentry,octalmage,MIT,github.com/octalmage/gatsby-plugin-sentry,gatsby-plugin-sentry,1
@types/arcgis-rest-api,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@iobroker/db-states-redis,iobluefox bluefox apollon77 ldittmar alcalzone,MIT,github.com/ioBroker/ioBroker.objects-redis,ioBroker.objects-redis,1
main-bower-files,cknoetschke trysound,MIT,github.com/ck86/main-bower-files,main-bower-files,1
eslint-plugin-github,smockle trevorsg emplums jonrohan broccolini mislav mdo primer-css keithamus mschoening koddsson emilybrick lgarron zeke anuraag016 colebemis josh,MIT,github.com/github/eslint-plugin-github,eslint-plugin-github,1
vue-ref,tangjinzhou,MIT,github.com/tangjinzhou/vue-ref,vue-ref,1
templates,doowb jonschlinkert reaktivo,MIT,github.com/jonschlinkert/templates,templates,1
@salesforce/ts-sinon,nazligungor dehru jgraff cdias conal jgrantham vazexqi mpsenn sfdc_iamigo diervo rsalvador kevinv11n tbliss davidturissini byao pmdartus futuremint_sf interactivellama maratto pallavi.singh smugakamil tausifm kriscfoster brandonm vineet-sinha salesforce-bot harshkothari410 amateurhuman ekashida gr8gatsby ravi.jayaramappa apapko krisgraysfdc joshsimmons jleen-sfdc jqian cwallsf dhagberg-sf rasphilco jbfeingold michaelhoefer tlohr dpessoa khawkins jgellin maxreality amphro davidrouten tconn salesforce-releases,BSD-3-Clause,github.com/forcedotcom/sfdx-dev-packages,sfdx-dev-packages,1
@iobroker/plugin-sentry,iobluefox bluefox apollon77 ldittmar alcalzone,MIT,github.com/ioBroker/plugin-sentry,plugin-sentry,1
@types/knockout,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
express-async-wrap,tesco,MIT,github.com/Greenfields/express-async-wrap,express-async-wrap,1
@salesforce/plugin-auth,rxu-sfdc jodarove abdulsattar nazligungor dehru jgraff cdias conal jgrantham vazexqi mpsenn sfdc_iamigo diervo rsalvador kevinv11n tbliss davidturissini byao pmdartus futuremint_sf interactivellama maratto pallavi.singh smugakamil tausifm kriscfoster brandonm vineet-sinha salesforce-bot harshkothari410 amateurhuman ekashida gr8gatsby ravi.jayaramappa apapko krisgraysfdc joshsimmons jleen-sfdc jqian cwallsf dhagberg-sf rasphilco jbfeingold michaelhoefer tlohr dpessoa khawkins jgellin maxreality amphro davidrouten tconn salesforce-releases,BSD-3-Clause,github.com/salesforcecli/plugin-auth,plugin-auth,1
get-src,radiovisual,MIT,github.com/radiovisual/get-src,get-src,1
engine-utils,jonschlinkert,NULL,github.com/jonschlinkert/engine-utils,engine-utils,1
ember-changeset-validations,dhaulagiri sugarpirate snewcomer,MIT,github.com/poteto/ember-changeset-validations,ember-changeset-validations,1
@xdn/core,moovweb-admin,UNLICENSED,NULL,NULL,-1
expand-pkg,doowb jonschlinkert,MIT,github.com/jonschlinkert/expand-pkg,expand-pkg,1
@size-limit/preset-small-lib,ai,MIT,github.com/ai/size-limit,size-limit,1
repo-utils,doowb jonschlinkert,MIT,github.com/jonschlinkert/repo-utils,repo-utils,1
@types/gulp-util,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
protons,daviddias dignifiedquire,MIT,github.com/ipfs/protons,protons,1
@types/bluebird-global,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
cnbuilder,xobotyi,MIT,github.com/xobotyi/cnbuilder,cnbuilder,1
angular-ui-grid,c0bra jlleitschuh swalters dlgski mportuga,MIT,github.com/angular-ui/ui-grid,ui-grid,1
helper-cache,jonschlinkert doowb,MIT,github.com/helpers/helper-cache,helper-cache,0
broccoli-replace,outatime,MIT,github.com/outaTiME/broccoli-replace,broccoli-replace,1
angular-scroll,oblador,MIT,github.com/oblador/angular-scroll,angular-scroll,1
normalize-pkg,doowb jonschlinkert,MIT,github.com/jonschlinkert/normalize-pkg,normalize-pkg,1
@types/engine.io-client,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
bufio,chjj,MIT,github.com/bcoin-org/bufio,bufio,1
qrious,neocotic,GPL-3.0,github.com/neocotic/qrious,qrious,1
dgram,npm,ISC,github.com/npm/security-holder,security-holder,1
en-route,doowb jonschlinkert,MIT,github.com/jonschlinkert/en-route,en-route,1
base-option,doowb jonschlinkert,MIT,github.com/node-base/base-option,base-option,1
espower-typescript,twada teppeis,MIT,github.com/power-assert-js/espower-typescript,espower-typescript,1
nodecredstash,darthtanner,MIT,github.com/DavidTanner/nodecredstash,nodecredstash,1
base-plugins,doowb jonschlinkert,MIT,github.com/node-base/base-plugins,base-plugins,1
react-async-script-loader,leozdgao,MIT,github.com/leozdgao/react-script-loader,react-script-loader,1
viewerjs,chenfengyuan,MIT,github.com/fengyuanchen/viewerjs,viewerjs,1
angular-dynamic-locale,lgalfaso,MIT,github.com/lgalfaso/angular-dynamic-locale,angular-dynamic-locale,1
@truffle/blockchain-utils,gnidan haltman eggplantzzz fainashalts seesemichaelj,MIT,github.com/trufflesuite/truffle/tree/master/packages/blockchain-utils,blockchain-utils,1
lodash.times,jdalton mathias phated,MIT,github.com/lodash/lodash,lodash,1
dmg-license,argvminusone,MIT,github.com/argv-minus-one/dmg-license,dmg-license,1
match-file,jonschlinkert,MIT,github.com/jonschlinkert/match-file,match-file,1
@types/prosemirror-inputrules,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
unsplash-js,naoufal unsplash,MIT,github.com/unsplash/unsplash-js,unsplash-js,1
engine-base,doowb jonschlinkert,MIT,github.com/jonschlinkert/engine-base,engine-base,1
@loopback/service-proxy,theprez jerry-apic rfeng bajtos rmg hacksparrow jannyhou2016 dhmlau emonddr,MIT,github.com/strongloop/loopback-next,loopback-next,1
react-router5,troch,MIT,github.com/router5/router5,router5,1
tmp-graphql-config-extension-openapi,timsuchanek,MIT,github.com/graphql-config/graphql-config-extension-openapi,graphql-config-extension-openapi,1
lodash.differenceby,jdalton mathias phated,MIT,github.com/lodash/lodash,lodash,1
video-extensions,arthurvr sindresorhus,MIT,github.com/sindresorhus/video-extensions,video-extensions,1
datatables.net-responsive-dt,datatables,MIT,github.com/DataTables/Dist-DataTables-Responsive-DataTables,Dist-DataTables-Responsive-DataTables,1
get-view,jonschlinkert,MIT,github.com/jonschlinkert/get-view,get-view,1
@syncfusion/ej2-file-utils,syncfusionorg essentialjs2 syncfusion-javascript,SE,github.com/syncfusion/ej2-javascript-ui-controls,ej2-javascript-ui-controls,1
@types/babel__plugin-transform-runtime,types,MIT,github.com/DefinitelyTyped/DefinitelyTyped,DefinitelyTyped,1
@syncfusion/ej2-compression,syncfusionorg essentialjs2 syncfusion-javascript,SE,github.com/syncfusion/ej2-javascript-ui-controls,ej2-javascript-ui-controls,1
